State_Code,State_Name,County_Name,Population (2020),Area (mi2)
WA,Washington,Ferry,7178,2204
WA,Washington,Franklin,96749,1242
WA,Washington,Garfield,2286,710
WA,Washington,Grant,99123,2680
WA,Washington,Grays Harbor,75636,1902
WA,Washington,Island,86857,209
WA,Washington,Jefferson,32977,1804
WA,Washington,King,2269675,2115
WA,Washington,Kitsap,275611,395
WA,Washington,Kittitas,44337,2297
WA,Washington,Klickitat,22735,1872
WA,Washington,Lewis,82149,2403
WA,Washington,Lincoln,10876,2311
WA,Washington,Mason,65726,959
WA,Washington,Okanogan,42104,5268
WA,Washington,Pacific,23365,933
WA,Washington,Pend Oreille,13401,1400
WA,Washington,Pierce,921130,1670
WA,Washington,San Juan,17788,174
WA,Washington,Skagit,129523,1731
WA,Washington,Skamania,12036,1656
WA,Washington,Snohomish,827957,2087
WA,Washington,Spokane,539339,1764
WA,Washington,Stevens,46445,2478
WA,Washington,Thurston,294793,722
WA,Washington,Wahkiakum,4422,264
WA,Washington,Walla Walla,62584,1270
WA,Washington,Whatcom,226847,2107
WA,Washington,Whitman,47973,2159
WA,Washington,Yakima,256728,4296
WV,West Virginia,Barbour,15465,341
WV,West Virginia,Berkeley,122076,321
WV,West Virginia,Boone,21809,503
WV,West Virginia,Braxton,12447,514
WV,West Virginia,Brooke,22559,89
WV,West Virginia,Cabell,94350,282
WV,West Virginia,Calhoun,6229,281
WV,West Virginia,Clay,8051,342
WV,West Virginia,Doddridge,7808,320
WV,West Virginia,Fayette,40488,664
WV,West Virginia,Gilmer,7408,340
WV,West Virginia,Grant,10976,477
WV,West Virginia,Greenbrier,32977,1021
WV,West Virginia,Hampshire,23093,642
WV,West Virginia,Hancock,29095,83
WV,West Virginia,Hardy,14299,583
WV,West Virginia,Harrison,65921,416
WV,West Virginia,Jackson,27791,466
WV,West Virginia,Jefferson,57701,210
WV,West Virginia,Kanawha,180745,903
WV,West Virginia,Lewis,17033,389
WV,West Virginia,Lincoln,20463,438
WV,West Virginia,Logan,32567,454
WV,West Virginia,Marion,56205,307
WV,West Virginia,Marshall,30591,432
WV,West Virginia,Mason,25453,535
WV,West Virginia,McDowell,19111,534
WV,West Virginia,Mercer,59664,420
WV,West Virginia,Mineral,26938,328
WV,West Virginia,Mingo,23568,423
WV,West Virginia,Monongalia,105822,361
WV,West Virginia,Monroe,12376,473
WV,West Virginia,Morgan,17063,229
WV,West Virginia,Nicholas,24604,649
WV,West Virginia,Ohio,42425,106
WV,West Virginia,Pendleton,6143,698
WV,West Virginia,Pleasants,7653,131
WV,West Virginia,Pocahontas,7869,940
WV,West Virginia,Preston,34216,648
WV,West Virginia,Putnam,57440,346
WV,West Virginia,Raleigh,74591,607
WV,West Virginia,Randolph,27932,1040
WV,West Virginia,Ritchie,8444,454
WV,West Virginia,Roane,14028,484
WV,West Virginia,Summers,11959,361
WV,West Virginia,Taylor,16705,173
WV,West Virginia,Tucker,6762,419
WV,West Virginia,Tyler,8313,258
WV,West Virginia,Upshur,23816,355
WV,West Virginia,Wayne,38982,506
WV,West Virginia,Webster,8378,556
WV,West Virginia,Wetzel,14442,359
WV,West Virginia,Wirt,5194,233
WV,West Virginia,Wood,84296,367
WV,West Virginia,Wyoming,21382,501
WI,Wisconsin,Adams,20654,645.65
WI,Wisconsin,Ashland,16027,1045.04
WI,Wisconsin,Barron,46711,862.71
WI,Wisconsin,Bayfield,16220,1477.86
WI,Wisconsin,Brown,268740,529.71
WI,Wisconsin,Buffalo,13317,671.64
WI,Wisconsin,Burnett,16526,821.85
WI,Wisconsin,Calumet,52442,318.24
WI,Wisconsin,Chippewa,66297,1008.37
WI,Wisconsin,Clark,34659,1209.82
WI,Wisconsin,Columbia,58490,765.53
WI,Wisconsin,Crawford,16113,570.66
WI,Wisconsin,Dane,561504,1197.24
WI,Wisconsin,Dodge,89396,875.63
WI,Wisconsin,Door,30066,481.98
WI,Wisconsin,Douglas,44295,1304.14
WI,Wisconsin,Dunn,45440,850.11
WI,Wisconsin,Eau Claire,105710,637.98
WI,Wisconsin,Florence,4558,488.2
WI,Wisconsin,Fond du Lac,104154,719.55
WI,Wisconsin,Forest,9179,1014.07
WI,Wisconsin,Grant,51938,1146.85
WI,Wisconsin,Green,37093,583.96
WI,Wisconsin,Green Lake,19018,349.44
WI,Wisconsin,Iowa,23709,762.58
WI,Wisconsin,Iron,6137,758.17
WI,Wisconsin,Jackson,21145,987.72
WI,Wisconsin,Jefferson,84900,556.47
WI,Wisconsin,Juneau,26718,766.93
WI,Wisconsin,Kenosha,169151,271.99
WI,Wisconsin,Kewaunee,20563,342.52
WI,Wisconsin,La Crosse,120784,451.69
WI,Wisconsin,Lafayette,16611,633.59
WI,Wisconsin,Langlade,19491,870.64
WI,Wisconsin,Lincoln,28415,878.97
WI,Wisconsin,Manitowoc,81359,589.08
WI,Wisconsin,Marathon,138013,1544.98
WI,Wisconsin,Marinette,41872,1399.35
WI,Wisconsin,Marquette,15592,455.6
WI,Wisconsin,Menominee,4255,357.61
WI,Wisconsin,Milwaukee,939489,241.4
WI,Wisconsin,Monroe,46274,900.78
WI,Wisconsin,Oconto,38965,997.99
WI,Wisconsin,Oneida,37845,1112.97
WI,Wisconsin,Outagamie,190705,637.52
WI,Wisconsin,Ozaukee,91503,233.08
WI,Wisconsin,Pepin,7318,231.98
WI,Wisconsin,Pierce,42212,573.75
WI,Wisconsin,Polk,44977,913.96
WI,Wisconsin,Portage,70377,800.68
WI,Wisconsin,Price,14054,1254.38
WI,Wisconsin,Racine,197727,332.5
WI,Wisconsin,Richland,17304,586.15
WI,Wisconsin,Rock,163687,718.14
WI,Wisconsin,Rusk,14188,913.59
WI,Wisconsin,St. Croix,93536,830.9
WI,Wisconsin,Sauk,65763,1257.31
WI,Wisconsin,Sawyer,18074,893.06
WI,Wisconsin,Shawano,40881,511.27
WI,Wisconsin,Sheboygan,118034,722.33
WI,Wisconsin,Taylor,19913,974.88
WI,Wisconsin,Trempealeau,30760,732.97
WI,Wisconsin,Vernon,30714,791.58
WI,Wisconsin,Vilas,23047,856.6
WI,Wisconsin,Walworth,106478,555.13
WI,Wisconsin,Washburn,16623,797.11
WI,Wisconsin,Washington,136761,430.7
WI,Wisconsin,Waukesha,406978,549.57
WI,Wisconsin,Waupaca,51812,747.71
WI,Wisconsin,Waushara,24520,626.15
WI,Wisconsin,Winnebago,171730,434.49
WI,Wisconsin,Wood,74207,793.12
WY,Wyoming,Albany,37066,4274
WY,Wyoming,Big Horn,11521,3137
WY,Wyoming,Campbell,47026,4797
WY,Wyoming,Carbon,14537,7897
WY,Wyoming,Converse,13751,4255
WY,Wyoming,Crook,7181,2859
WY,Wyoming,Fremont,39234,9183
WY,Wyoming,Goshen,12498,2225
WY,Wyoming,Hot Springs,4621,2004
WY,Wyoming,Johnson,8447,4166
WY,Wyoming,Laramie,100512,2686
WY,Wyoming,Lincoln,19581,4069
WY,Wyoming,Natrona,79955,5340
WY,Wyoming,Niobrara,2467,2626
WY,Wyoming,Park,29624,6943
WY,Wyoming,Platte,8605,2085
WY,Wyoming,Sheridan,30921,2523
WY,Wyoming,Sublette,8728,4882
WY,Wyoming,Sweetwater,42272,10426
WY,Wyoming,Teton,23331,4008
WY,Wyoming,Uinta,20450,2082
WY,Wyoming,Washakie,7685,2240
WY,Wyoming,Weston,6838,2398
