State_Code,State_Name,County_Name,Population (2020),Area (mi2)
AL,Alabama,Jefferson,674721,1111.28
AL,Alabama,Mobile,414809,1229.44
AL,Alabama,Madison,388153,801.59
AL,Alabama,Baldwin,231767,1589.78
AL,Alabama,Montgomery,228954,784.25
AL,Alabama,Tuscaloosa,227036,1321.75
AL,Alabama,Shelby,223024,784.93
AL,Alabama,Lee,174241,607.54
AL,Alabama,Morgan,123421,579.34
AL,Alabama,Calhoun,116441,605.87
AL,Alabama,Houston,107202,579.82
AL,Alabama,Limestone,103570,559.94
AL,Alabama,Etowah,103436,534.99
AL,Alabama,Marshall,97612,565.84
AL,Alabama,Lauderdale,93564,667.7
AL,Alabama,St. Clair,91103,631.9
AL,Alabama,Elmore,87977,618.48
AL,Alabama,Cullman,87866,734.84
AL,Alabama,Talladega,82149,736.78
AL,Alabama,DeKalb,71608,777.09
AL,Alabama,Walker,65342,791.19
AL,Alabama,Russell,59183,641.14
AL,Alabama,Blount,59134,644.78
AL,Alabama,Autauga,58805,594.44
AL,Alabama,Colbert,57227,592.62
AL,Alabama,Coffee,53465,678.97
AL,Alabama,Jackson,52579,1077.87
AL,Alabama,Dale,49326,561.15
AL,Alabama,Chilton,45014,692.85
AL,Alabama,Tallapoosa,41311,716.52
AL,Alabama,Dallas,38462,978.69
AL,Alabama,Covington,37570,1030.46
AL,Alabama,Escambia,36757,945.08
AL,Alabama,Chambers,34772,596.53
AL,Alabama,Lawrence,33073,690.68
AL,Alabama,Pike,33009,672.09
AL,Alabama,Franklin,32113,633.82
AL,Alabama,Marion,29341,742.29
AL,Alabama,Geneva,26659,574.41
AL,Alabama,Barbour,25223,884.88
AL,Alabama,Cherokee,24971,553.7
AL,Alabama,Winston,23540,612.98
AL,Alabama,Clarke,23087,1238.46
AL,Alabama,Bibb,22293,622.58
AL,Alabama,Randolph,21967,580.55
AL,Alabama,Monroe,19772,1025.67
AL,Alabama,Macon,19532,608.89
AL,Alabama,Marengo,19323,976.88
AL,Alabama,Pickens,19123,881.41
AL,Alabama,Butler,19051,776.83
AL,Alabama,Henry,17146,561.75
AL,Alabama,Fayette,16321,627.66
AL,Alabama,Washington,15388,1080.21
AL,Alabama,Cleburne,15056,560.1
AL,Alabama,Hale,14785,643.94
AL,Alabama,Clay,14236,603.96
AL,Alabama,Lamar,13972,604.85
AL,Alabama,Crenshaw,13194,608.84
AL,Alabama,Choctaw,12665,913.5
AL,Alabama,Sumter,12345,903.89
AL,Alabama,Conecuh,11597,850.16
AL,Alabama,Wilcox,10600,888.5
AL,Alabama,Coosa,10387,650.93
AL,Alabama,Bullock,10357,622.8
AL,Alabama,Lowndes,10311,715.91
AL,Alabama,Perry,8511,719.66
AL,Alabama,Greene,7730,647.11
AK,Alaska,Aleutians East,3420,6985
AK,Alaska,Aleutians West,5232,4393
AK,Alaska,Anchorage,291247,1707
AK,Alaska,Bethel,18666,40627
AK,Alaska,Bristol Bay,844,482
AK,Alaska,Chugach,7102,9530
AK,Alaska,Copper River,2617,24692
AK,Alaska,Denali,1619,12641
AK,Alaska,Dillingham,4857,18334
AK,Alaska,Fairbanks North Star,95655,7335
AK,Alaska,Haines,2080,2343
AK,Alaska,Hoonah–Angoon,2365,6555
AK,Alaska,Juneau,32255,2704
AK,Alaska,Kenai Peninsula,58799,16017
AK,Alaska,Ketchikan Gateway,13948,4857
AK,Alaska,Kodiak Island,13101,6689
AK,Alaska,Kusilvak,8368,17077
AK,Alaska,Lake and Peninsula,1476,23832
AK,Alaska,Matanuska-Susitna,107081,24707
AK,Alaska,Nome,10046,22969
AK,Alaska,North Slope,11031,88824
AK,Alaska,Northwest Arctic,7793,35663
AK,Alaska,Petersburg,3398,2901
AK,Alaska,Prince of Wales – Hyder,5753,5268
AK,Alaska,Sitka,8458,2870
AK,Alaska,Skagway,1240,434
AK,Alaska,Southeast Fairbanks,6808,24831
AK,Alaska,Wrangell,2127,2556
AK,Alaska,Yakutat,662,7623
AK,Alaska,Yukon–Koyukuk,5343,145576
AS,American Samoa,Eastern District,17059,25.69
AS,American Samoa,Manu'a District,832,22.29
AS,American Samoa,Rose Atoll (Rose Island),0,0.02
AS,American Samoa,Swains Island,0,0.94
AS,American Samoa,Western District,31819,27.51
AZ,Arizona,Apache,66021,11218
AZ,Arizona,Cochise,125447,6219
AZ,Arizona,Coconino,145101,18661
AZ,Arizona,Gila,53272,4796
AZ,Arizona,Graham,38533,4641
AZ,Arizona,Greenlee,9563,1848
AZ,Arizona,La Paz,16557,4513
AZ,Arizona,Maricopa,4420568,9224
AZ,Arizona,Mohave,213267,13470
AZ,Arizona,Navajo,106717,9959
AZ,Arizona,Pima,1043433,9189
AZ,Arizona,Pinal,425264,5374
AZ,Arizona,Santa Cruz,47669,1238
AZ,Arizona,Yavapai,236209,8128
AZ,Arizona,Yuma,203881,5519
AR,Arkansas,Arkansas,17149,1033.79
AR,Arkansas,Ashley,19062,939.08
AR,Arkansas,Baxter,41627,586.74
AR,Arkansas,Benton,284333,884.86
AR,Arkansas,Boone,37373,601.82
AR,Arkansas,Bradley,10545,654.38
AR,Arkansas,Calhoun,4739,632.54
AR,Arkansas,Carroll,28260,638.81
AR,Arkansas,Chicot,10208,690.88
AR,Arkansas,Clark,21446,882.6
AR,Arkansas,Clay,14552,641.12
AR,Arkansas,Cleburne,24711,591.91
AR,Arkansas,Cleveland,7550,598.8
AR,Arkansas,Columbia,22801,766.86
AR,Arkansas,Conway,20715,566.66
AR,Arkansas,Craighead,111231,712.98
AR,Arkansas,Crawford,60133,604.2
AR,Arkansas,Crittenden,48163,636.74
AR,Arkansas,Cross,16833,622.33
AR,Arkansas,Dallas,6482,668.16
AR,Arkansas,Desha,11395,819.52
AR,Arkansas,Drew,17350,835.65
AR,Arkansas,Faulkner,123498,664.01
AR,Arkansas,Franklin,17097,619.69
AR,Arkansas,Fulton,12075,620.32
AR,Arkansas,Garland,100180,734.57
AR,Arkansas,Grant,17958,633.01
AR,Arkansas,Greene,45736,579.65
AR,Arkansas,Hempstead,20065,741.36
AR,Arkansas,Hot Spring,33040,622.16
AR,Arkansas,Howard,12785,595.2
AR,Arkansas,Independence,37938,771.57
AR,Arkansas,Izard,13577,584.02
AR,Arkansas,Jackson,16755,641.45
AR,Arkansas,Jefferson,67260,913.7
AR,Arkansas,Johnson,25749,682.74
AR,Arkansas,Lafayette,6308,545.07
AR,Arkansas,Lawrence,16216,592.34
AR,Arkansas,Lee,8600,619.47
AR,Arkansas,Lincoln,12941,572.17
AR,Arkansas,Little River,12026,564.87
AR,Arkansas,Logan,21131,731.5
AR,Arkansas,Lonoke,74015,802.43
AR,Arkansas,Madison,16521,837.06
AR,Arkansas,Marion,16826,640.39
AR,Arkansas,Miller,42600,637.48
AR,Arkansas,Mississippi,40685,919.73
AR,Arkansas,Monroe,6799,621.41
AR,Arkansas,Montgomery,8484,800.29
AR,Arkansas,Nevada,8310,620.78
AR,Arkansas,Newton,7225,823.18
AR,Arkansas,Ouachita,22650,739.63
AR,Arkansas,Perry,10019,560.47
AR,Arkansas,Phillips,16568,727.29
AR,Arkansas,Pike,10171,613.88
AR,Arkansas,Poinsett,22965,763.39
AR,Arkansas,Polk,19221,862.42
AR,Arkansas,Pope,63381,830.79
AR,Arkansas,Prairie,8282,675.76
AR,Arkansas,Pulaski,399125,807.84
AR,Arkansas,Randolph,18571,656.04
AR,Arkansas,St. Francis,23090,642.4
AR,Arkansas,Saline,123416,730.46
AR,Arkansas,Scott,9836,898.09
AR,Arkansas,Searcy,7828,668.51
AR,Arkansas,Sebastian,127799,546.04
AR,Arkansas,Sevier,15839,581.35
AR,Arkansas,Sharp,17271,606.35
AR,Arkansas,Stone,12359,609.43
AR,Arkansas,Union,39054,1055.27
AR,Arkansas,Van Buren,15796,724.32
AR,Arkansas,Washington,245871,951.72
AR,Arkansas,White,76822,1042.36
AR,Arkansas,Woodruff,6269,594.05
AR,Arkansas,Yell,20263,948.84
CA,California,Alameda,1682353,738
CA,California,Alpine,1204,739
CA,California,Amador,40474,606
CA,California,Butte,211632,1640
CA,California,Calaveras,45292,1020
CA,California,Colusa,21839,1151
CA,California,Contra Costa,1165927,720
CA,California,Del Norte,27743,1008
CA,California,El Dorado,191185,1712
CA,California,Fresno,1008654,5963
CA,California,Glenn,28917,1315
CA,California,Humboldt,136463,3573
CA,California,Imperial,179702,4175
CA,California,Inyo,19016,10192
CA,California,Kern,909235,8142
CA,California,Kings,152486,1390
CA,California,Lake,68163,1258
CA,California,Lassen,32730,4558
CA,California,Los Angeles,10014009,4060
CA,California,Madera,156255,2138
CA,California,Marin,262321,520
CA,California,Mariposa,17131,1451
CA,California,Mendocino,91601,3509
CA,California,Merced,281202,1929
CA,California,Modoc,8700,3944
CA,California,Mono,13195,3044
CA,California,Monterey,439035,3322
CA,California,Napa,138019,754
CA,California,Nevada,102241,958
CA,California,Orange,3186989,948
CA,California,Placer,404739,1407
CA,California,Plumas,19790,2554
CA,California,Riverside,2418185,7208
CA,California,Sacramento,1585055,966
CA,California,San Benito,64209,1389
CA,California,San Bernardino,2181654,20062
CA,California,San Diego,3298634,4204
CA,California,San Francisco,873965,47
CA,California,San Joaquin,779233,1399
CA,California,San Luis Obispo,282424,3304
CA,California,San Mateo,764442,449
CA,California,Santa Barbara,448229,2738
CA,California,Santa Clara,1936259,1291
CA,California,Santa Cruz,270861,446
CA,California,Shasta,182155,3786
CA,California,Sierra,3236,953
CA,California,Siskiyou,44076,6287
CA,California,Solano,453491,828
CA,California,Sonoma,488863,1576
CA,California,Stanislaus,552878,1495
CA,California,Sutter,99633,603
CA,California,Tehama,65829,2951
CA,California,Trinity,16112,3179
CA,California,Tulare,473117,4824
CA,California,Tuolumne,55620,2236
CA,California,Ventura,843843,1846
CA,California,Yolo,216403,1012
CA,California,Yuba,81575,630
CO,Colorado,Adams,519572,1182.29
CO,Colorado,Alamosa,16376,723.21
CO,Colorado,Arapahoe,655070,804.41
CO,Colorado,Archuleta,13359,1354.53
CO,Colorado,Baca,3506,2558.48
CO,Colorado,Bent,5650,1541.07
CO,Colorado,Boulder,330758,740.48
CO,Colorado,Broomfield,74112,33.57
CO,Colorado,Chaffee,19476,1014.12
CO,Colorado,Cheyenne,1748,1781.9
CO,Colorado,Clear Creek,9397,396.53
CO,Colorado,Conejos,7461,1290.22
CO,Colorado,Costilla,3499,1229.38
CO,Colorado,Crowley,5922,800.27
CO,Colorado,Custer,4704,739.24
CO,Colorado,Delta,31196,1149.44
CO,Colorado,Denver,715522,155.66
CO,Colorado,Dolores,2326,1076.93
CO,Colorado,Douglas,357978,842.3
CO,Colorado,Eagle,55731,1700.76
CO,Colorado,El Paso,730395,2128.6
CO,Colorado,Elbert,26062,1849.08
CO,Colorado,Fremont,48939,1533.09
CO,Colorado,Garfield,61685,2958.23
CO,Colorado,Gilpin,5808,150.15
CO,Colorado,Grand,15717,1868.53
CO,Colorado,Gunnison,16918,3259.22
CO,Colorado,Hinsdale,788,1123.35
CO,Colorado,Huerfano,6820,1592.37
CO,Colorado,Jackson,1379,1619.75
CO,Colorado,Jefferson,582910,772.85
CO,Colorado,Kiowa,1446,1785.9
CO,Colorado,Kit Carson,7087,2162.43
CO,Colorado,La Plata,55638,1700.44
CO,Colorado,Lake,7436,383.55
CO,Colorado,Larimer,359066,2631.75
CO,Colorado,Las Animas,14555,4773.27
CO,Colorado,Lincoln,5675,2585.21
CO,Colorado,Logan,21528,1845.31
CO,Colorado,Mesa,155703,3345.69
CO,Colorado,Mineral,865,878.16
CO,Colorado,Moffat,13292,4755.86
CO,Colorado,Montezuma,25849,2035.8
CO,Colorado,Montrose,42679,2246.43
CO,Colorado,Morgan,29111,1293.83
CO,Colorado,Otero,18690,1267.66
CO,Colorado,Ouray,4874,542.3
CO,Colorado,Park,17390,2209.36
CO,Colorado,Phillips,4530,668.3
CO,Colorado,Pitkin,17358,970.37
CO,Colorado,Prowers,11999,1645.37
CO,Colorado,Pueblo,168162,2396.77
CO,Colorado,Rio Blanco,6529,3226.24
CO,Colorado,Rio Grande,11539,913.1
CO,Colorado,Routt,24829,2362.11
CO,Colorado,Saguache,6368,3168.32
CO,Colorado,San Juan,705,388.99
CO,Colorado,San Miguel,8072,1290.76
CO,Colorado,Sedgwick,2404,548.83
CO,Colorado,Summit,31055,618.92
CO,Colorado,Teller,24710,558.58
CO,Colorado,Washington,4817,2522.9
CO,Colorado,Weld,328981,4013.84
CO,Colorado,Yuma,9988,2369.61
CT,Connecticut,Capitol,976248,1046.08
CT,Connecticut,Fairfield,959768,837.21
CT,Connecticut,Greater Bridgeport,325778,149.08
CT,Connecticut,Hartford,899498,750.19
CT,Connecticut,Litchfield,185186,945.24
CT,Connecticut,Lower Connecticut River Valley,174225,461.57
CT,Connecticut,Middlesex,164245,439.11
CT,Connecticut,Naugatuck Valley,450376,421.84
CT,Connecticut,New Haven,864835,862.22
CT,Connecticut,New London,268555,772.2
CT,Connecticut,Northeastern Connecticut,95348,563.2
CT,Connecticut,Northwest Hills,112503,808.27
CT,Connecticut,South Central Connecticut,570487,387.04
CT,Connecticut,Southeastern Connecticut,280430,662.64
CT,Connecticut,Tolland,149788,417.1
CT,Connecticut,Western Connecticut,620549,618.71
CT,Connecticut,Windham,116418,521.13
DE,Delaware,Kent,181851,800
DE,Delaware,New Castle,570719,494
DE,Delaware,Sussex,237378,1196
DC,District of Columbia,District of Columbia,689545,68.34
FL,Florida,Alachua,278468,874
FL,Florida,Baker,28259,585
FL,Florida,Bay,175216,764
FL,Florida,Bradford,28303,293
FL,Florida,Brevard,606612,1018
FL,Florida,Broward,1944375,1209
FL,Florida,Calhoun,13648,567
FL,Florida,Charlotte,186847,694
FL,Florida,Citrus,153843,584
FL,Florida,Clay,218245,601
FL,Florida,Collier,375752,2026
FL,Florida,Columbia,69698,797
FL,Florida,DeSoto,33976,637
FL,Florida,Dixie,16759,704
FL,Florida,Duval,995567,774
FL,Florida,Escambia,321905,664
FL,Florida,Flagler,115378,485
FL,Florida,Franklin,12451,534
FL,Florida,Gadsden,43826,516
FL,Florida,Gilchrist,17864,349
FL,Florida,Glades,12126,774
FL,Florida,Gulf,14192,565
FL,Florida,Hamilton,14004,515
FL,Florida,Hardee,25327,637
FL,Florida,Hendry,39619,1153
FL,Florida,Hernando,194515,478
FL,Florida,Highlands,101235,1028
FL,Florida,Hillsborough,1459762,1051
FL,Florida,Holmes,19653,482
FL,Florida,Indian River,159788,503
FL,Florida,Jackson,47319,916
FL,Florida,Jefferson,14510,598
FL,Florida,Lafayette,8226,543
FL,Florida,Lake,383956,953
FL,Florida,Lee,760822,804
FL,Florida,Leon,292198,667
FL,Florida,Levy,42915,1118
FL,Florida,Liberty,7974,836
FL,Florida,Madison,17968,692
FL,Florida,Manatee,399710,741
FL,Florida,Marion,375908,1579
FL,Florida,Martin,158431,556
FL,Florida,Miami-Dade,2701767,1946
FL,Florida,Monroe,82874,997
FL,Florida,Nassau,90352,652
FL,Florida,Okaloosa,211668,936
FL,Florida,Okeechobee,39644,774
FL,Florida,Orange,1429908,908
FL,Florida,Osceola,388656,1322
FL,Florida,Palm Beach,1492191,2034
FL,Florida,Pasco,561891,745
FL,Florida,Pinellas,959107,280
FL,Florida,Polk,725046,1875
FL,Florida,Putnam,73321,722
FL,Florida,St. Johns,273425,609
FL,Florida,St. Lucie,329226,572
FL,Florida,Santa Rosa,188000,1016
FL,Florida,Sarasota,434006,572
FL,Florida,Seminole,470856,308
FL,Florida,Sumter,129752,546
FL,Florida,Suwannee,43474,688
FL,Florida,Taylor,21796,1042
FL,Florida,Union,16147,240
FL,Florida,Volusia,553543,1106
FL,Florida,Wakulla,33764,607
FL,Florida,Walton,75305,1058
FL,Florida,Washington,25318,580
GA,Georgia,Appling,18444,509
GA,Georgia,Atkinson,8286,338
GA,Georgia,Bacon,11140,285
GA,Georgia,Baker,2876,343
GA,Georgia,Baldwin,43799,258
GA,Georgia,Banks,18035,234
GA,Georgia,Barrow,83505,162
GA,Georgia,Bartow,108901,460
GA,Georgia,Ben Hill,17194,252
GA,Georgia,Berrien,18160,452
GA,Georgia,Bibb,157346,250
GA,Georgia,Bleckley,12583,217
GA,Georgia,Brantley,18021,444
GA,Georgia,Brooks,16301,494
GA,Georgia,Bryan,44738,442
GA,Georgia,Bulloch,81099,683
GA,Georgia,Burke,24596,831
GA,Georgia,Butts,25434,187
GA,Georgia,Calhoun,5573,280
GA,Georgia,Camden,54768,630
GA,Georgia,Candler,10981,247
GA,Georgia,Carroll,119148,499
GA,Georgia,Catoosa,67872,162
GA,Georgia,Charlton,12518,781
GA,Georgia,Chatham,295291,440
GA,Georgia,Chattahoochee,9565,249
GA,Georgia,Chattooga,24965,314
GA,Georgia,Cherokee,266620,424
GA,Georgia,Clarke,128671,121
GA,Georgia,Clay,2848,195
GA,Georgia,Clayton,297595,195
GA,Georgia,Clinch,6749,809
GA,Georgia,Cobb,766149,340
GA,Georgia,Coffee,43092,599
GA,Georgia,Colquitt,45898,552
GA,Georgia,Columbia,156010,290
GA,Georgia,Cook,17229,229
GA,Georgia,Coweta,146158,443
GA,Georgia,Crawford,12130,325
GA,Georgia,Crisp,20128,274
GA,Georgia,Dade,16251,174
GA,Georgia,Dawson,26798,211
GA,Georgia,Decatur,29367,597
GA,Georgia,DeKalb,764382,268
GA,Georgia,Dodge,19925,501
GA,Georgia,Dooly,11208,393
GA,Georgia,Dougherty,85790,330
GA,Georgia,Douglas,144237,199
GA,Georgia,Early,10854,511
GA,Georgia,Echols,3697,404
GA,Georgia,Effingham,64769,480
GA,Georgia,Elbert,19637,369
GA,Georgia,Emanuel,22768,686
GA,Georgia,Evans,10774,185
GA,Georgia,Fannin,25319,386
GA,Georgia,Fayette,119194,197
GA,Georgia,Floyd,98584,513
GA,Georgia,Forsyth,251283,226
GA,Georgia,Franklin,23424,263
GA,Georgia,Fulton,1066710,529
GA,Georgia,Gilmer,31353,427
GA,Georgia,Glascock,2884,144
GA,Georgia,Glynn,84499,422
GA,Georgia,Gordon,57544,355
GA,Georgia,Grady,26236,458
GA,Georgia,Greene,18915,388
GA,Georgia,Gwinnett,957062,433
GA,Georgia,Habersham,46031,278
GA,Georgia,Hall,203136,394
GA,Georgia,Hancock,8735,473
GA,Georgia,Haralson,29919,282
GA,Georgia,Harris,34668,464
GA,Georgia,Hart,25828,232
GA,Georgia,Heard,11412,296
GA,Georgia,Henry,240712,323
GA,Georgia,Houston,163633,377
GA,Georgia,Irwin,9666,357
GA,Georgia,Jackson,75907,342
GA,Georgia,Jasper,14588,370
GA,Georgia,Jeff Davis,14779,333
GA,Georgia,Jefferson,15709,528
GA,Georgia,Jenkins,8674,350
GA,Georgia,Johnson,9189,304
GA,Georgia,Jones,28347,394
GA,Georgia,Lamar,18500,185
GA,Georgia,Lanier,9877,187
GA,Georgia,Laurens,49570,813
GA,Georgia,Lee,33163,356
GA,Georgia,Liberty,65256,519
GA,Georgia,Lincoln,7690,211
GA,Georgia,Long,16168,401
GA,Georgia,Lowndes,118251,504
GA,Georgia,Lumpkin,33488,284
GA,Georgia,Macon,12082,367
GA,Georgia,Madison,30120,260
GA,Georgia,Marion,7498,434
GA,Georgia,McDuffie,21632,403
GA,Georgia,McIntosh,10975,427
GA,Georgia,Meriwether,20613,503
GA,Georgia,Miller,6000,283
GA,Georgia,Mitchell,21755,512
GA,Georgia,Monroe,27957,396
GA,Georgia,Montgomery,8610,245
GA,Georgia,Morgan,20097,350
GA,Georgia,Murray,39973,344
GA,Georgia,Muscogee,206922,216
GA,Georgia,Newton,112483,276
GA,Georgia,Oconee,41799,186
GA,Georgia,Oglethorpe,14825,441
GA,Georgia,Paulding,168661,314
GA,Georgia,Peach,27981,151
GA,Georgia,Pickens,33216,232
GA,Georgia,Pierce,19716,343
GA,Georgia,Pike,18889,218
GA,Georgia,Polk,42853,311
GA,Georgia,Pulaski,9855,247
GA,Georgia,Putnam,22047,344
GA,Georgia,Quitman,2235,152
GA,Georgia,Rabun,16883,371
GA,Georgia,Randolph,6425,429
GA,Georgia,Richmond,206607,324
GA,Georgia,Rockdale,93570,131
GA,Georgia,Schley,4547,168
GA,Georgia,Screven,14067,648
GA,Georgia,Seminole,9147,238
GA,Georgia,Spalding,67306,198
GA,Georgia,Stephens,26784,179
GA,Georgia,Stewart,5314,459
GA,Georgia,Sumter,29616,485
GA,Georgia,Talbot,5733,393
GA,Georgia,Taliaferro,1559,195
GA,Georgia,Tattnall,22842,484
GA,Georgia,Taylor,7816,378
GA,Georgia,Telfair,12477,441
GA,Georgia,Terrell,9185,336
GA,Georgia,Thomas,45798,548
GA,Georgia,Tift,41344,265
GA,Georgia,Toombs,27030,367
GA,Georgia,Towns,12493,166
GA,Georgia,Treutlen,6406,201
GA,Georgia,Troup,69426,414
GA,Georgia,Turner,9006,286
GA,Georgia,Twiggs,8022,360
GA,Georgia,Union,24632,323
GA,Georgia,Upson,27700,326
GA,Georgia,Walker,67654,446
GA,Georgia,Walton,96673,329
GA,Georgia,Ware,36251,903
GA,Georgia,Warren,5215,286
GA,Georgia,Washington,19988,680
GA,Georgia,Wayne,30144,645
GA,Georgia,Webster,2348,210
GA,Georgia,Wheeler,7471,298
GA,Georgia,White,28003,242
GA,Georgia,Whitfield,102864,290
GA,Georgia,Wilcox,8766,380
GA,Georgia,Wilkes,9565,471
GA,Georgia,Wilkinson,8877,447
GA,Georgia,Worth,20784,570
GU,Guam,Guam,162742,210
HI,Hawaii,Hawaii,200629,4028
HI,Hawaii,Honolulu,1016508,597
HI,Hawaii,Kalawao,82,5.2
HI,Hawaii,Kauai,73298,622
HI,Hawaii,Maui,164754,1120
ID,Idaho,Ada,494967,1055
ID,Idaho,Adams,4379,1365
ID,Idaho,Bannock,87018,1113
ID,Idaho,Bear Lake,6372,971
ID,Idaho,Benewah,9530,776
ID,Idaho,Bingham,47992,2095
ID,Idaho,Blaine,24272,2645
ID,Idaho,Boise,7610,1902
ID,Idaho,Bonner,47110,1738
ID,Idaho,Bonneville,123964,1869
ID,Idaho,Boundary,12056,1269
ID,Idaho,Butte,2574,2233
ID,Idaho,Camas,1077,1077
ID,Idaho,Canyon,231105,590
ID,Idaho,Caribou,7027,1766
ID,Idaho,Cassia,24655,2567
ID,Idaho,Clark,790,1765
ID,Idaho,Clearwater,8734,2462
ID,Idaho,Custer,4275,4926
ID,Idaho,Elmore,28666,3078
ID,Idaho,Franklin,14194,666
ID,Idaho,Fremont,13388,1867
ID,Idaho,Gem,19123,563
ID,Idaho,Gooding,15598,731
ID,Idaho,Idaho,16541,8485
ID,Idaho,Jefferson,30891,1095
ID,Idaho,Jerome,24237,600
ID,Idaho,Kootenai,171362,1245
ID,Idaho,Latah,39517,1077
ID,Idaho,Lemhi,7974,4564
ID,Idaho,Lewis,3533,479
ID,Idaho,Lincoln,5127,1206
ID,Idaho,Madison,52913,472
ID,Idaho,Minidoka,21613,760
ID,Idaho,Nez Perce,42090,849
ID,Idaho,Oneida,4564,1200
ID,Idaho,Owyhee,11913,7678
ID,Idaho,Payette,25386,408
ID,Idaho,Power,7878,1406
ID,Idaho,Shoshone,13169,2634
ID,Idaho,Teton,11630,450
ID,Idaho,Twin Falls,90046,1925
ID,Idaho,Valley,11746,3733
ID,Idaho,Washington,10500,1456
IL,Illinois,Adams,65737,855
IL,Illinois,Alexander,5240,236
IL,Illinois,Bond,16725,380
IL,Illinois,Boone,53448,280
IL,Illinois,Brown,6244,305
IL,Illinois,Bureau,33244,869
IL,Illinois,Calhoun,4437,253
IL,Illinois,Carroll,15702,445
IL,Illinois,Cass,13042,375
IL,Illinois,Champaign,205865,996
IL,Illinois,Christian,34032,709
IL,Illinois,Clark,15455,501
IL,Illinois,Clay,13288,468
IL,Illinois,Clinton,36899,474
IL,Illinois,Coles,46863,508
IL,Illinois,Cook,5275541,944
IL,Illinois,Crawford,18679,443
IL,Illinois,Cumberland,10450,345
IL,Illinois,DeKalb,100420,631
IL,Illinois,DeWitt,15516,397
IL,Illinois,Douglas,19740,416
IL,Illinois,DuPage,932877,327
IL,Illinois,Edgar,16866,623
IL,Illinois,Edwards,6245,222
IL,Illinois,Effingham,34668,478
IL,Illinois,Fayette,21488,716
IL,Illinois,Ford,13534,485
IL,Illinois,Franklin,37804,408
IL,Illinois,Fulton,33609,865
IL,Illinois,Gallatin,4946,322
IL,Illinois,Greene,11985,543
IL,Illinois,Grundy,52533,418
IL,Illinois,Hamilton,7993,434
IL,Illinois,Hancock,17620,793
IL,Illinois,Hardin,3649,177
IL,Illinois,Henderson,6387,378
IL,Illinois,Henry,49284,822
IL,Illinois,Iroquois,27077,1117
IL,Illinois,Jackson,52974,584
IL,Illinois,Jasper,9287,494
IL,Illinois,Jefferson,37113,571
IL,Illinois,Jersey,21512,369
IL,Illinois,Jo Daviess,22035,600
IL,Illinois,Johnson,13308,343
IL,Illinois,Kane,516522,519
IL,Illinois,Kankakee,107502,676
IL,Illinois,Kendall,131869,320
IL,Illinois,Knox,49967,716
IL,Illinois,Lake,714342,443
IL,Illinois,LaSalle,109658,1135
IL,Illinois,Lawrence,15280,372
IL,Illinois,Lee,34145,724
IL,Illinois,Livingston,35815,1043
IL,Illinois,Logan,27987,618
IL,Illinois,Macon,103998,572
IL,Illinois,Macoupin,44967,863
IL,Illinois,Madison,265859,539
IL,Illinois,Marion,37729,575
IL,Illinois,Marshall,11742,589
IL,Illinois,Mason,13086,603
IL,Illinois,Massac,14169,242
IL,Illinois,McDonough,27238,580
IL,Illinois,McHenry,310229,862
IL,Illinois,McLean,170954,1186
IL,Illinois,Menard,12297,314
IL,Illinois,Mercer,15699,561
IL,Illinois,Monroe,34962,385
IL,Illinois,Montgomery,28288,703
IL,Illinois,Morgan,32915,568
IL,Illinois,Moultrie,14526,335
IL,Illinois,Ogle,51788,758
IL,Illinois,Peoria,181830,618
IL,Illinois,Perry,20945,441
IL,Illinois,Piatt,16673,439
IL,Illinois,Pike,14739,831
IL,Illinois,Pope,3763,368
IL,Illinois,Pulaski,5193,199
IL,Illinois,Putnam,5637,160
IL,Illinois,Randolph,30163,575
IL,Illinois,Richland,15813,360
IL,Illinois,Rock Island,144672,427
IL,Illinois,St. Clair,257400,674
IL,Illinois,Saline,23768,868
IL,Illinois,Sangamon,196343,437
IL,Illinois,Schuyler,6902,438
IL,Illinois,Scott,4949,758
IL,Illinois,Shelby,20990,657
IL,Illinois,Stark,5400,288
IL,Illinois,Stephenson,44630,564
IL,Illinois,Tazewell,131343,646
IL,Illinois,Union,17244,413
IL,Illinois,Vermilion,74188,898
IL,Illinois,Wabash,11361,223
IL,Illinois,Warren,16835,542
IL,Illinois,Washington,13761,562
IL,Illinois,Wayne,16179,713
IL,Illinois,White,13877,494
IL,Illinois,Whiteside,55691,684
IL,Illinois,Will,696355,835
IL,Illinois,Williamson,67153,420
IL,Illinois,Winnebago,285350,513
IL,Illinois,Woodford,38467,527
IN,Indiana,Adams,35809,339
IN,Indiana,Allen,385410,657
IN,Indiana,Bartholomew,82208,407
IN,Indiana,Benton,8719,406
IN,Indiana,Blackford,12112,165
IN,Indiana,Boone,70812,423
IN,Indiana,Brown,15475,312
IN,Indiana,Carroll,20306,372
IN,Indiana,Cass,37870,412
IN,Indiana,Clark,121093,373
IN,Indiana,Clay,26466,358
IN,Indiana,Clinton,33190,405
IN,Indiana,Crawford,10526,306
IN,Indiana,Daviess,33381,429
IN,Indiana,Dearborn,50679,305
IN,Indiana,Decatur,26472,373
IN,Indiana,DeKalb,43265,363
IN,Indiana,Delaware,111903,392
IN,Indiana,Dubois,43637,427
IN,Indiana,Elkhart,207047,463
IN,Indiana,Fayette,23398,215
IN,Indiana,Floyd,80484,148
IN,Indiana,Fountain,16479,396
IN,Indiana,Franklin,22785,384
